Product ID,Failure Type
L49720,No Failure
H31955,No Failure
H31956,No Failure
L49723,No Failure
L49724,No Failure
M17405,No Failure
L49726,No Failure
L49727,No Failure
M17408,No Failure
L49729,No Failure
L49730,No Failure
L49731,No Failure
H31966,No Failure
L49733,No Failure
L49734,No Failure
L49735,No Failure
M17416,No Failure
M17417,No Failure
M17418,No Failure
L49739,Random Failures
M17420,No Failure
L49741,No Failure
L49742,No Failure
L49743,No Failure
L49744,No Failure
L49745,No Failure
M17426,No Failure
L49747,No Failure
L49748,No Failure
H31983,No Failure
L49750,No Failure
M17431,No Failure
M17432,No Failure
L49753,No Failure
L49754,No Failure
L49755,No Failure
L49756,No Failure
L49757,No Failure
L49758,No Failure
L49759,No Failure
L49760,No Failure
L49761,Overstrain Failure
L49762,No Failure
L49763,No Failure
L49764,No Failure
M17445,No Failure
L49766,No Failure
L49767,No Failure
L49768,No Failure
L49769,No Failure
L49770,No Failure
L49771,No Failure
L49772,No Failure
H32007,No Failure
L49774,No Failure
M17455,No Failure
L49776,No Failure
L49777,No Failure
L49778,Power Failure
M17459,No Failure
L49780,No Failure
L49781,No Failure
L49782,No Failure
M17463,No Failure
M17464,No Failure
L49785,No Failure
H32020,No Failure
L49787,No Failure
L49788,No Failure
L49789,No Failure
H32024,No Failure
L49791,No Failure
L49792,No Failure
M17473,No Failure
L49794,No Failure
L49795,No Failure
L49796,No Failure
L49797,No Failure
M17478,No Failure
L49799,No Failure
L49800,No Failure
M17481,No Failure
M17482,No Failure
M17483,No Failure
H32038,No Failure
L49805,No Failure
L49806,No Failure
M17487,No Failure
H32042,No Failure
L49809,No Failure
L49810,No Failure
H32045,No Failure
M17492,No Failure
L49813,No Failure
L49814,No Failure
H32049,No Failure
L49816,No Failure
L49817,No Failure
L49818,No Failure
M17499,No Failure
M17500,No Failure
H32055,No Failure
L49822,No Failure
M17503,No Failure
L49824,No Failure
H32059,No Failure
M17506,No Failure
L49827,No Failure
L49828,No Failure
M17509,No Failure
L49830,No Failure
L49831,No Failure
L49832,No Failure
L49833,No Failure
L49834,No Failure
M17515,No Failure
L49836,No Failure
M17517,No Failure
L49838,No Failure
H32073,No Failure
L49840,No Failure
M17521,No Failure
M17522,No Failure
L49843,No Failure
M17524,No Failure
L49845,No Failure
H32080,No Failure
M17527,No Failure
M17528,No Failure
H32083,No Failure
L49850,No Failure
M17531,Tool Wear Failure
L49852,No Failure
L49853,No Failure
L49854,No Failure
L49855,No Failure
L49856,No Failure
L49857,No Failure
L49858,No Failure
L49859,No Failure
L49860,No Failure
L49861,No Failure
M17542,No Failure
L49863,No Failure
L49864,No Failure
L49865,No Failure
L49866,No Failure
L49867,No Failure
L49868,No Failure
L49869,No Failure
L49870,No Failure
L49871,No Failure
L49872,No Failure
M17553,No Failure
M17554,No Failure
L49875,No Failure
L49876,No Failure
L49877,No Failure
L49878,No Failure
L49879,No Failure
L49880,No Failure
L49881,No Failure
L49882,No Failure
M17563,No Failure
M17564,No Failure
L49885,No Failure
M17566,No Failure
M17567,No Failure
L49888,No Failure
L49889,No Failure
L49890,No Failure
L49891,No Failure
H32126,No Failure
M17573,No Failure
M17574,No Failure
M17575,No Failure
L49896,No Failure
M17577,No Failure
L49898,No Failure
L49899,No Failure
L49900,No Failure
M17581,No Failure
L49902,No Failure
L49903,No Failure
M17584,No Failure
L49905,No Failure
M17586,No Failure
L49907,No Failure
L49908,No Failure
L49909,No Failure
L49910,No Failure
M17591,No Failure
L49912,No Failure
L49913,No Failure
H32148,No Failure
L49915,No Failure
M17596,No Failure
M17597,No Failure
M17598,No Failure
L49919,No Failure
L49920,No Failure
L49921,No Failure
L49922,No Failure
L49923,No Failure
L49924,No Failure
M17605,No Failure
L49926,No Failure
L49927,No Failure
L49928,No Failure
M17609,No Failure
H32164,No Failure
L49931,No Failure
M17612,No Failure
L49933,No Failure
H32168,No Failure
L49935,No Failure
L49936,No Failure
L49937,No Failure
M17618,No Failure
L49939,No Failure
L49940,No Failure
L49941,Overstrain Failure
L49942,No Failure
L49943,No Failure
M17624,No Failure
M17625,No Failure
M17626,No Failure
L49947,No Failure
L49948,No Failure
M17629,No Failure
L49950,No Failure
L49951,No Failure
L49952,No Failure
L49953,No Failure
L49954,No Failure
L49955,No Failure
L49956,No Failure
L49957,No Failure
L49958,No Failure
L49959,No Failure
M17640,No Failure
L49961,No Failure
M17642,No Failure
M17643,No Failure
L49964,No Failure
L49965,No Failure
M17646,No Failure
M17647,No Failure
L49968,No Failure
H32203,No Failure
L49970,No Failure
H32205,No Failure
L49972,No Failure
L49973,No Failure
L49974,No Failure
M17655,No Failure
L49976,No Failure
M17657,No Failure
L49978,No Failure
L49979,No Failure
M17660,No Failure
M17661,No Failure
M17662,No Failure
L49983,No Failure
L49984,No Failure
L49985,No Failure
L49986,No Failure
M17667,No Failure
L49988,No Failure
L49989,No Failure
L49990,No Failure
L49991,No Failure
M17672,No Failure
L49993,No Failure
L49994,No Failure
M17675,No Failure
L49996,No Failure
L49997,No Failure
L49998,No Failure
L49999,No Failure
L50000,No Failure
M17681,No Failure
L50002,No Failure
M17683,No Failure
M17684,No Failure
L50005,No Failure
M17686,No Failure
L50007,No Failure
M17688,No Failure
L50009,No Failure
M17690,No Failure
M17691,No Failure
M17692,No Failure
L50013,No Failure
L50014,No Failure
L50015,No Failure
M17696,No Failure
L50017,No Failure
L50018,No Failure
M17699,No Failure
H32254,No Failure
L50021,No Failure
L50022,No Failure
L50023,No Failure
L50024,No Failure
L50025,No Failure
L50026,No Failure
L50027,No Failure
M17708,No Failure
L50029,No Failure
L50030,No Failure
L50031,No Failure
M17712,No Failure
M17713,No Failure
L50034,No Failure
L50035,No Failure
H32270,No Failure
M17717,No Failure
L50038,Overstrain Failure
L50039,No Failure
H32274,No Failure
L50041,No Failure
L50042,No Failure
L50043,No Failure
H32278,Tool Wear Failure
H32279,No Failure
L50046,No Failure
H32281,No Failure
L50048,No Failure
L50049,No Failure
M17730,No Failure
M17731,No Failure
L50052,No Failure
H32287,No Failure
L50054,No Failure
M17735,No Failure
M17736,No Failure
M17737,No Failure
H32292,No Failure
M17739,Power Failure
L50060,No Failure
M17741,No Failure
L50062,No Failure
L50063,No Failure
L50064,No Failure
M17745,No Failure
H32300,No Failure
M17747,No Failure
M17748,No Failure
M17749,No Failure
L50070,No Failure
L50071,No Failure
L50072,No Failure
M17753,No Failure
L50074,No Failure
M17755,No Failure
M17756,No Failure
M17757,No Failure
M17758,No Failure
L50079,No Failure
L50080,No Failure
L50081,No Failure
M17762,No Failure
M17763,No Failure
L50084,No Failure
L50085,No Failure
L50086,No Failure
M17767,No Failure
L50088,No Failure
L50089,No Failure
L50090,No Failure
M17771,No Failure
L50092,No Failure
L50093,No Failure
H32328,No Failure
L50095,No Failure
L50096,No Failure
L50097,No Failure
M17778,No Failure
L50099,No Failure
L50100,No Failure
L50101,No Failure
L50102,No Failure
M17783,No Failure
L50104,No Failure
M17785,No Failure
L50106,No Failure
M17787,No Failure
M17788,No Failure
M17789,No Failure
H32344,No Failure
L50111,No Failure
L50112,No Failure
M17793,No Failure
M17794,No Failure
M17795,No Failure
M17796,No Failure
L50117,No Failure
L50118,No Failure
L50119,No Failure
L50120,No Failure
M17801,Tool Wear Failure
L50122,No Failure
H32357,No Failure
L50124,No Failure
H32359,No Failure
M17806,No Failure
L50127,No Failure
L50128,No Failure
M17809,No Failure
M17810,No Failure
L50131,No Failure
H32366,No Failure
L50133,No Failure
H32368,No Failure
M17815,No Failure
M17816,No Failure
L50137,No Failure
M17818,No Failure
M17819,No Failure
L50140,No Failure
L50141,No Failure
L50142,No Failure
M17823,No Failure
L50144,No Failure
M17825,No Failure
L50146,No Failure
L50147,No Failure
M17828,No Failure
L50149,No Failure
M17830,No Failure
M17831,No Failure
M17832,No Failure
M17833,No Failure
M17834,No Failure
H32389,No Failure
M17836,No Failure
L50157,No Failure
H32392,No Failure
L50159,No Failure
L50160,No Failure
H32395,No Failure
L50162,No Failure
L50163,No Failure
L50164,No Failure
L50165,No Failure
L50166,No Failure
M17847,No Failure
M17848,No Failure
L50169,No Failure
L50170,No Failure
M17851,No Failure
M17852,No Failure
M17853,No Failure
L50174,No Failure
L50175,No Failure
M17856,No Failure
L50177,No Failure
L50178,No Failure
L50179,No Failure
H32414,Power Failure
L50181,No Failure
M17862,No Failure
M17863,No Failure
M17864,No Failure
L50185,No Failure
L50186,No Failure
L50187,No Failure
M17868,No Failure
M17869,No Failure
L50190,No Failure
M17871,No Failure
L50192,No Failure
L50193,No Failure
L50194,No Failure
L50195,No Failure
L50196,No Failure
L50197,No Failure
M17878,No Failure
L50199,Overstrain Failure
L50200,No Failure
L50201,No Failure
L50202,No Failure
L50203,No Failure
L50204,No Failure
L50205,No Failure
M17886,No Failure
L50207,No Failure
L50208,No Failure
L50209,No Failure
M17890,No Failure
M17891,No Failure
M17892,No Failure
M17893,No Failure
H32448,No Failure
M17895,No Failure
L50216,No Failure
L50217,No Failure
L50218,No Failure
M17899,No Failure
L50220,No Failure
L50221,No Failure
M17902,No Failure
L50223,No Failure
L50224,No Failure
L50225,No Failure
M17906,No Failure
L50227,No Failure
L50228,No Failure
L50229,No Failure
L50230,No Failure
L50231,No Failure
L50232,No Failure
H32467,No Failure
H32468,No Failure
L50235,No Failure
L50236,No Failure
L50237,No Failure
L50238,No Failure
M17919,No Failure
L50240,No Failure
L50241,No Failure
L50242,No Failure
L50243,No Failure
M17924,No Failure
M17925,Random Failures
M17926,No Failure
L50247,No Failure
H32482,No Failure
L50249,No Failure
L50250,No Failure
L50251,No Failure
L50252,No Failure
L50253,No Failure
L50254,No Failure
M17935,No Failure
L50256,No Failure
L50257,No Failure
M17938,No Failure
L50259,No Failure
M17940,No Failure
M17941,No Failure
M17942,No Failure
L50263,No Failure
H32498,No Failure
L50265,No Failure
L50266,No Failure
M17947,No Failure
M17948,No Failure
H32503,No Failure
H32504,No Failure
L50271,No Failure
M17952,No Failure
L50273,No Failure
L50274,No Failure
M17955,No Failure
L50276,No Failure
M17957,No Failure
M17958,No Failure
M17959,No Failure
L50280,No Failure
H32515,No Failure
L50282,No Failure
L50283,No Failure
M17964,No Failure
L50285,No Failure
L50286,No Failure
M17967,No Failure
L50288,No Failure
L50289,No Failure
H32524,No Failure
L50291,No Failure
M17972,No Failure
M17973,No Failure
M17974,No Failure
L50295,No Failure
L50296,No Failure
M17977,No Failure
M17978,No Failure
L50299,No Failure
H32534,No Failure
L50301,No Failure
L50302,No Failure
H32537,No Failure
L50304,No Failure
L50305,No Failure
L50306,No Failure
L50307,No Failure
M17988,No Failure
L50309,No Failure
L50310,No Failure
L50311,No Failure
L50312,No Failure
H32547,No Failure
L50314,No Failure
L50315,No Failure
L50316,No Failure
L50317,No Failure
L50318,No Failure
H32553,No Failure
H32554,Power Failure
L50321,No Failure
L50322,No Failure
H32557,No Failure
M18004,No Failure
M18005,No Failure
M18006,No Failure
M18007,No Failure
H32562,No Failure
H32563,No Failure
L50330,No Failure
L50331,No Failure
M18012,No Failure
M18013,No Failure
L50334,No Failure
L50335,No Failure
L50336,No Failure
M18017,No Failure
L50338,No Failure
H32573,No Failure
M18020,No Failure
L50341,No Failure
L50342,No Failure
L50343,No Failure
L50344,No Failure
L50345,No Failure
M18026,No Failure
L50347,No Failure
M18028,No Failure
M18029,No Failure
M18030,No Failure
L50351,No Failure
M18032,No Failure
L50353,No Failure
L50354,No Failure
L50355,No Failure
L50356,No Failure
M18037,No Failure
M18038,No Failure
L50359,No Failure
M18040,No Failure
L50361,No Failure
M18042,No Failure
L50363,No Failure
L50364,No Failure
L50365,No Failure
M18046,No Failure
M18047,No Failure
M18048,No Failure
L50369,No Failure
L50370,No Failure
M18051,No Failure
M18052,No Failure
L50373,No Failure
L50374,No Failure
M18055,No Failure
L50376,No Failure
L50377,No Failure
M18058,No Failure
H32613,No Failure
M18060,No Failure
L50381,No Failure
L50382,No Failure
M18063,No Failure
L50384,No Failure
M18065,No Failure
M18066,No Failure
M18067,No Failure
M18068,No Failure
L50389,No Failure
M18070,No Failure
L50391,No Failure
L50392,No Failure
L50393,No Failure
H32628,No Failure
M18075,No Failure
L50396,No Failure
L50397,No Failure
L50398,No Failure
M18079,No Failure
M18080,No Failure
L50401,No Failure
M18082,No Failure
H32637,No Failure
M18084,No Failure
L50405,No Failure
L50406,No Failure
M18087,No Failure
L50408,No Failure
L50409,No Failure
L50410,No Failure
L50411,No Failure
L50412,No Failure
H32647,No Failure
L50414,No Failure
L50415,No Failure
M18096,Heat Dissipation Failure
M18097,No Failure
M18098,No Failure
L50419,No Failure
L50420,No Failure
H32655,No Failure
L50422,No Failure
L50423,No Failure
M18104,No Failure
M18105,No Failure
L50426,No Failure
M18107,No Failure
M18108,No Failure
L50429,No Failure
H32664,No Failure
L50431,No Failure
L50432,No Failure
L50433,No Failure
M18114,No Failure
L50435,No Failure
L50436,No Failure
L50437,No Failure
L50438,No Failure
M18119,No Failure
M18120,No Failure
H32675,No Failure
L50442,No Failure
L50443,No Failure
H32678,No Failure
L50445,No Failure
L50446,Overstrain Failure
L50447,No Failure
M18128,No Failure
M18129,No Failure
L50450,No Failure
M18131,No Failure
M18132,No Failure
M18133,No Failure
L50454,No Failure
H32689,No Failure
L50456,No Failure
L50457,No Failure
L50458,No Failure
L50459,No Failure
M18140,No Failure
M18141,No Failure
L50462,No Failure
L50463,No Failure
H32698,No Failure
L50465,No Failure
L50466,No Failure
M18147,No Failure
L50468,No Failure
M18149,No Failure
L50470,No Failure
M18151,No Failure
L50472,No Failure
M18153,No Failure
L50474,No Failure
L50475,No Failure
M18156,No Failure
L50477,No Failure
L50478,No Failure
L50479,No Failure
H32714,No Failure
L50481,No Failure
L50482,No Failure
L50483,No Failure
L50484,No Failure
M18165,No Failure
L50486,No Failure
M18167,No Failure
L50488,No Failure
L50489,No Failure
L50490,No Failure
L50491,No Failure
L50492,No Failure
L50493,No Failure
L50494,No Failure
M18175,No Failure
M18176,No Failure
L50497,No Failure
L50498,No Failure
L50499,No Failure
L50500,No Failure
L50501,No Failure
L50502,No Failure
L50503,No Failure
L50504,No Failure
L50505,No Failure
L50506,No Failure
M18187,No Failure
L50508,No Failure
L50509,No Failure
L50510,No Failure
L50511,No Failure
M18192,No Failure
M18193,No Failure
M18194,No Failure
L50515,No Failure
L50516,No Failure
L50517,No Failure
M18198,No Failure
L50519,No Failure
M18200,No Failure
H32755,No Failure
L50522,No Failure
M18203,No Failure
L50524,No Failure
L50525,No Failure
L50526,No Failure
L50527,No Failure
M18208,No Failure
L50529,No Failure
L50530,Overstrain Failure
L50531,No Failure
L50532,No Failure
L50533,No Failure
L50534,No Failure
L50535,No Failure
L50536,Overstrain Failure
H32771,No Failure
L50538,No Failure
L50539,No Failure
L50540,No Failure
L50541,No Failure
L50542,No Failure
L50543,No Failure
L50544,No Failure
M18225,No Failure
M18226,No Failure
H32781,No Failure
L50548,No Failure
L50549,Power Failure
L50550,No Failure
L50551,No Failure
L50552,No Failure
L50553,No Failure
L50554,No Failure
M18235,No Failure
M18236,No Failure
H32791,No Failure
L50558,No Failure
M18239,No Failure
L50560,No Failure
L50561,No Failure
L50562,No Failure
H32797,No Failure
L50564,No Failure
L50565,No Failure
H32800,No Failure
M18247,No Failure
M18248,No Failure
M18249,No Failure
H32804,No Failure
L50571,No Failure
L50572,No Failure
L50573,No Failure
L50574,No Failure
L50575,No Failure
M18256,No Failure
L50577,No Failure
L50578,No Failure
L50579,No Failure
H32814,No Failure
M18261,No Failure
L50582,No Failure
L50583,No Failure
L50584,No Failure
M18265,No Failure
L50586,No Failure
L50587,No Failure
M18268,No Failure
M18269,No Failure
L50590,No Failure
L50591,No Failure
L50592,No Failure
L50593,No Failure
L50594,No Failure
L50595,No Failure
L50596,No Failure
L50597,No Failure
H32832,No Failure
L50599,No Failure
L50600,No Failure
M18281,No Failure
L50602,No Failure
L50603,No Failure
L50604,No Failure
M18285,No Failure
L50606,No Failure
L50607,No Failure
L50608,No Failure
H32843,No Failure
H32844,No Failure
L50611,No Failure
M18292,No Failure
M18293,No Failure
M18294,No Failure
L50615,No Failure
L50616,No Failure
L50617,No Failure
L50618,No Failure
L50619,No Failure
L50620,No Failure
L50621,No Failure
M18302,No Failure
L50623,No Failure
L50624,No Failure
M18305,No Failure
H32860,No Failure
L50627,No Failure
L50628,No Failure
L50629,No Failure
L50630,No Failure
L50631,No Failure
H32866,Random Failures
L50633,No Failure
L50634,No Failure
H32869,No Failure
H32870,No Failure
M18317,Power Failure
L50638,No Failure
L50639,No Failure
L50640,No Failure
H32875,No Failure
H32876,No Failure
L50643,No Failure
L50644,No Failure
M18325,No Failure
L50646,No Failure
L50647,No Failure
L50648,No Failure
M18329,No Failure
L50650,No Failure
L50651,No Failure
L50652,No Failure
M18333,No Failure
M18334,No Failure
L50655,No Failure
L50656,No Failure
L50657,No Failure
L50658,No Failure
M18339,No Failure
L50660,No Failure
L50661,No Failure
L50662,No Failure
H32897,No Failure
L50664,No Failure
L50665,No Failure
L50666,No Failure
M18347,No Failure
L50668,No Failure
L50669,No Failure
M18350,No Failure
H32905,No Failure
H32906,No Failure
M18353,No Failure
L50674,No Failure
M18355,No Failure
L50676,No Failure
L50677,No Failure
L50678,No Failure
L50679,No Failure
H32914,No Failure
H32915,No Failure
M18362,No Failure
L50683,No Failure
M18364,No Failure
L50685,No Failure
H32920,No Failure
M18367,No Failure
L50688,No Failure
L50689,No Failure
L50690,No Failure
L50691,No Failure
M18372,No Failure
M18373,No Failure
H32928,No Failure
M18375,No Failure
L50696,No Failure
L50697,No Failure
L50698,No Failure
M18379,No Failure
L50700,No Failure
L50701,No Failure
L50702,No Failure
L50703,No Failure
M18384,No Failure
L50705,No Failure
H32940,No Failure
M18387,No Failure
L50708,Overstrain Failure
L50709,Tool Wear Failure
M18390,No Failure
M18391,No Failure
L50712,No Failure
L50713,No Failure
M18394,No Failure
H32949,No Failure
L50716,No Failure
M18397,No Failure
L50718,No Failure
L50719,No Failure
L50720,No Failure
L50721,No Failure
L50722,No Failure
L50723,No Failure
M18404,No Failure
L50725,No Failure
M18406,No Failure
M18407,No Failure
L50728,No Failure
M18409,No Failure
M18410,No Failure
L50731,No Failure
M18412,No Failure
M18413,No Failure
L50734,No Failure
L50735,No Failure
L50736,No Failure
M18417,No Failure
L50738,No Failure
M18419,No Failure
L50740,No Failure
L50741,No Failure
L50742,No Failure
M18423,No Failure
M18424,No Failure
M18425,No Failure
L50746,No Failure
L50747,No Failure
L50748,No Failure
M18429,No Failure
H32984,No Failure
M18431,No Failure
L50752,No Failure
L50753,No Failure
L50754,No Failure
L50755,No Failure
L50756,No Failure
M18437,No Failure
M18438,No Failure
L50759,Power Failure
L50760,No Failure
M18441,No Failure
L50762,No Failure
L50763,No Failure
L50764,No Failure
L50765,No Failure
L50766,No Failure
H33001,No Failure
M18448,No Failure
L50769,No Failure
L50770,No Failure
M18451,No Failure
H33006,No Failure
M18453,No Failure
M18454,No Failure
L50775,No Failure
L50776,No Failure
M18457,No Failure
L50778,No Failure
H33013,No Failure
L50780,No Failure
L50781,No Failure
M18462,No Failure
L50783,No Failure
L50784,No Failure
L50785,No Failure
L50786,No Failure
L50787,No Failure
M18468,No Failure
M18469,No Failure
M18470,No Failure
L50791,Tool Wear Failure
L50792,No Failure
L50793,No Failure
L50794,No Failure
M18475,No Failure
M18476,No Failure
L50797,No Failure
L50798,No Failure
L50799,No Failure
H33034,No Failure
L50801,No Failure
L50802,No Failure
M18483,No Failure
M18484,No Failure
M18485,No Failure
M18486,No Failure
L50807,No Failure
L50808,No Failure
L50809,No Failure
L50810,No Failure
M18491,No Failure
L50812,No Failure
M18493,No Failure
L50814,No Failure
M18495,No Failure
L50816,No Failure
M18497,No Failure
M18498,No Failure
L50819,No Failure
H33054,No Failure
L50821,No Failure
L50822,No Failure
L50823,No Failure
L50824,No Failure
L50825,No Failure
M18506,No Failure
L50827,No Failure
M18508,No Failure
L50829,No Failure
L50830,No Failure
L50831,No Failure
M18512,No Failure
L50833,No Failure
L50834,No Failure
L50835,No Failure
M18516,No Failure
L50837,No Failure
M18518,No Failure
M18519,No Failure
L50840,No Failure
M18521,No Failure
M18522,No Failure
M18523,No Failure
M18524,No Failure
M18525,No Failure
M18526,No Failure
L50847,No Failure
L50848,No Failure
L50849,No Failure
L50850,No Failure
M18531,No Failure
L50852,No Failure
H33087,No Failure
L50854,No Failure
M18535,No Failure
M18536,No Failure
M18537,No Failure
L50858,No Failure
L50859,No Failure
L50860,No Failure
M18541,No Failure
L50862,No Failure
M18543,No Failure
L50864,Overstrain Failure
M18545,No Failure
L50866,No Failure
M18547,No Failure
L50868,No Failure
L50869,No Failure
L50870,No Failure
L50871,No Failure
L50872,No Failure
L50873,No Failure
M18554,No Failure
L50875,Tool Wear Failure
L50876,No Failure
L50877,No Failure
H33112,No Failure
L50879,No Failure
L50880,No Failure
L50881,No Failure
L50882,No Failure
M18563,No Failure
M18564,No Failure
M18565,No Failure
L50886,No Failure
M18567,No Failure
L50888,No Failure
L50889,No Failure
L50890,No Failure
L50891,No Failure
L50892,No Failure
L50893,No Failure
M18574,No Failure
M18575,No Failure
L50896,No Failure
H33131,No Failure
L50898,No Failure
L50899,No Failure
M18580,No Failure
M18581,No Failure
L50902,No Failure
L50903,No Failure
M18584,No Failure
H33139,No Failure
M18586,No Failure
L50907,No Failure
L50908,No Failure
M18589,No Failure
M18590,No Failure
M18591,No Failure
M18592,No Failure
L50913,No Failure
M18594,No Failure
M18595,No Failure
H33150,No Failure
L50917,No Failure
M18598,No Failure
M18599,No Failure
L50920,No Failure
L50921,No Failure
L50922,No Failure
L50923,No Failure
L50924,No Failure
L50925,No Failure
H33160,No Failure
L50927,No Failure
L50928,No Failure
L50929,No Failure
L50930,No Failure
L50931,No Failure
H33166,No Failure
L50933,No Failure
L50934,No Failure
L50935,No Failure
L50936,No Failure
M18617,No Failure
M18618,No Failure
L50939,No Failure
L50940,Heat Dissipation Failure
M18621,No Failure
M18622,No Failure
L50943,No Failure
L50944,No Failure
M18625,No Failure
L50946,No Failure
L50947,No Failure
L50948,No Failure
M18629,No Failure
L50950,No Failure
M18631,No Failure
L50952,No Failure
M18633,No Failure
M18634,No Failure
H33189,No Failure
L50956,No Failure
M18637,No Failure
M18638,No Failure
L50959,No Failure
L50960,No Failure
L50961,No Failure
L50962,No Failure
H33197,No Failure
L50964,No Failure
L50965,No Failure
L50966,No Failure
L50967,Heat Dissipation Failure
L50968,No Failure
L50969,No Failure
L50970,No Failure
L50971,No Failure
L50972,No Failure
L50973,Heat Dissipation Failure
M18654,No Failure
M18655,No Failure
M18656,No Failure
L50977,No Failure
L50978,No Failure
L50979,No Failure
M18660,No Failure
M18661,No Failure
M18662,No Failure
L50983,No Failure
L50984,No Failure
M18665,No Failure
M18666,Heat Dissipation Failure
M18667,No Failure
M18668,No Failure
L50989,No Failure
M18670,No Failure
M18671,No Failure
L50992,No Failure
L50993,No Failure
M18674,Heat Dissipation Failure
L50995,No Failure
L50996,No Failure
M18677,No Failure
L50998,No Failure
L50999,No Failure
L51000,No Failure
L51001,No Failure
M18682,No Failure
M18683,No Failure
L51004,No Failure
H33239,No Failure
H33240,No Failure
M18687,No Failure
M18688,No Failure
H33243,Heat Dissipation Failure
L51010,No Failure
M18691,No Failure
M18692,No Failure
M18693,No Failure
M18694,No Failure
M18695,No Failure
L51016,No Failure
L51017,No Failure
L51018,No Failure
M18699,No Failure
L51020,No Failure
L51021,No Failure
L51022,No Failure
L51023,No Failure
L51024,No Failure
L51025,No Failure
L51026,No Failure
M18707,No Failure
L51028,No Failure
L51029,No Failure
M18710,No Failure
H33265,No Failure
L51032,No Failure
L51033,No Failure
L51034,Power Failure
H33269,No Failure
M18716,No Failure
H33271,No Failure
L51038,No Failure
L51039,No Failure
L51040,No Failure
M18721,No Failure
H33276,No Failure
L51043,No Failure
M18724,No Failure
H33279,Tool Wear Failure
L51046,No Failure
M18727,Power Failure
M18728,No Failure
L51049,No Failure
L51050,No Failure
M18731,No Failure
L51052,No Failure
L51053,No Failure
L51054,No Failure
L51055,No Failure
L51056,No Failure
H33291,No Failure
L51058,No Failure
M18739,No Failure
L51060,No Failure
L51061,No Failure
L51062,No Failure
M18743,No Failure
H33298,No Failure
L51065,No Failure
L51066,No Failure
L51067,No Failure
L51068,No Failure
L51069,No Failure
L51070,No Failure
L51071,No Failure
M18752,No Failure
L51073,No Failure
M18754,No Failure
M18755,No Failure
M18756,No Failure
M18757,No Failure
M18758,No Failure
M18759,No Failure
M18760,No Failure
H33315,No Failure
L51082,No Failure
H33317,No Failure
H33318,No Failure
M18765,No Failure
L51086,No Failure
M18767,No Failure
L51088,No Failure
H33323,No Failure
L51090,No Failure
M18771,No Failure
L51092,No Failure
M18773,No Failure
L51094,No Failure
L51095,No Failure
L51096,No Failure
L51097,No Failure
M18778,No Failure
H33333,No Failure
L51100,No Failure
L51101,No Failure
M18782,No Failure
M18783,No Failure
M18784,No Failure
L51105,No Failure
L51106,No Failure
H33341,No Failure
L51108,Power Failure
M18789,No Failure
M18790,No Failure
M18791,No Failure
L51112,No Failure
L51113,No Failure
M18794,No Failure
M18795,Overstrain Failure
L51116,No Failure
L51117,No Failure
L51118,No Failure
L51119,No Failure
L51120,No Failure
L51121,No Failure
M18802,No Failure
L51123,Power Failure
L51124,No Failure
L51125,No Failure
M18806,No Failure
H33361,No Failure
M18808,No Failure
L51129,No Failure
L51130,No Failure
M18811,No Failure
L51132,No Failure
M18813,No Failure
M18814,No Failure
L51135,No Failure
M18816,No Failure
L51137,No Failure
L51138,No Failure
M18819,No Failure
L51140,No Failure
M18821,No Failure
L51142,No Failure
H33377,No Failure
M18824,No Failure
L51145,No Failure
L51146,No Failure
M18827,No Failure
M18828,No Failure
L51149,No Failure
M18830,No Failure
H33385,No Failure
L51152,No Failure
L51153,No Failure
L51154,No Failure
H33389,No Failure
H33390,No Failure
M18837,No Failure
L51158,No Failure
L51159,No Failure
M18840,No Failure
M18841,No Failure
L51162,No Failure
L51163,No Failure
L51164,No Failure
L51165,No Failure
M18846,No Failure
M18847,No Failure
L51168,No Failure
L51169,No Failure
H33404,No Failure
L51171,No Failure
L51172,No Failure
L51173,No Failure
L51174,No Failure
L51175,No Failure
M18856,No Failure
L51177,No Failure
L51178,No Failure
L51179,No Failure
L51180,No Failure
H33415,No Failure
L51182,Power Failure
L51183,No Failure
L51184,No Failure
M18865,No Failure
L51186,No Failure
L51187,No Failure
M18868,No Failure
L51189,No Failure
M18870,No Failure
L51191,No Failure
M18872,No Failure
M18873,No Failure
L51194,No Failure
L51195,No Failure
L51196,No Failure
L51197,No Failure
M18878,No Failure
M18879,No Failure
L51200,No Failure
H33435,No Failure
L51202,No Failure
L51203,No Failure
M18884,Overstrain Failure
H33439,No Failure
M18886,No Failure
L51207,No Failure
L51208,No Failure
H33443,No Failure
L51210,No Failure
L51211,No Failure
L51212,Overstrain Failure
L51213,No Failure
L51214,Tool Wear Failure
L51215,No Failure
L51216,No Failure
M18897,No Failure
L51218,No Failure
L51219,No Failure
L51220,No Failure
L51221,No Failure
L51222,No Failure
M18903,No Failure
M18904,No Failure
M18905,No Failure
M18906,No Failure
L51227,No Failure
L51228,Power Failure
L51229,No Failure
L51230,No Failure
L51231,No Failure
M18912,No Failure
M18913,No Failure
M18914,No Failure
L51235,No Failure
L51236,No Failure
L51237,No Failure
M18918,No Failure
L51239,No Failure
M18920,No Failure
L51241,No Failure
L51242,No Failure
L51243,No Failure
L51244,No Failure
M18925,No Failure
M18926,No Failure
L51247,No Failure
L51248,No Failure
M18929,No Failure
L51250,No Failure
L51251,Power Failure
L51252,No Failure
M18933,No Failure
L51254,No Failure
L51255,No Failure
M18936,No Failure
